term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_with_close_support	FLT_up is plausible	medium	Human astronaut soleus showed postflight enrichment of cell-junction/cytoskeletal and ECM-related annotations, but mouse transcript data are mixed.	Murgia2024;Okada2021	0.171183117657143	0.2124161497136314	0.171183117657143	0.1944968322592592	0.1169308835925925	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-392499_METABOLISM_OF_PROTEINS	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with protein-turnover remodeling	medium	Protein balance, proteasome/autophagy systems, and proteome remodeling are central to disuse and spaceflight muscle atrophy.	Tascher2017;Bonaldo2013;Sandona2012	0.1661510165714288	0.2807934540147053	0.1661510165714288	0.1800377812962956	0.1133985612962955	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_context	FLT_up has weak direct support	low	Antimicrobial peptides can accompany innate inflammation, but this pathway is not directly established as a soleus spaceflight response.	Gambara2017;Tidball2002	0.1058789809857141	0.2124161497136314	0.1058789809857141	0.1453169429437037	0.1033177222029629	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8951664_NEDDYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	low	Protein turnover pathways are central to muscle atrophy, but neddylation-specific up-regulation is not directly shown in soleus spaceflight literature.	Bonaldo2013;Tascher2017	0.1125473569358571	0.2124161497136314	0.1125473569358571	0.1732656932781481	0.0972983172181481	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with modified-loading inflammation	medium	Complement activation is an early event in modified muscle use and promotes inflammatory remodeling, making complement up plausible and close to prior unloading biology.	Frenette2000;Tidball2002	0.1982817556571429	0.5336517644882242	0.1982817556571429	0.5621067864259258	0.0945834137592591	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	green_prior_aligned	prior literature aligned	FLT_up	aligned_direct	FLT_up aligns with ECM remodeling	medium	Human astronaut soleus proteomics found postflight ECM and basement-membrane enrichment, and unloading studies show collagen remodeling in antigravity soleus.	Murgia2024;Miller2001	0.1202026750999999	0.0178728554061827	0.1202026750999999	0.1227624023148148	0.0940104623148148	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	TSR-domain O-glycosylation may relate to ECM proteins, but the specific pathway has no direct soleus-spaceflight direction evidence.	Murgia2024;Miller2001	0.0630488929047143	0.6052459229207927	0.0630488929047143	0.0932751678277777	0.0932751678277777	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5684996_MAPK1_MAPK3_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	MAPK signaling is a plausible disuse/stress pathway, but MAPK1/3-specific direction in soleus spaceflight is not directly shown.	Chopard2009;Bonaldo2013	0.1468878679857143	0.4034424839827852	0.1468878679857143	0.2681980855740741	0.086150745574074	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible for NF-kB biology	medium	NF-kB and inflammatory signaling are recognized in disuse atrophy, but TNFR2 noncanonical signaling is a more specific pathway than the direct evidence supports.	Chopard2009;Gambara2017	0.1113219475212857	0.2124161497136314	0.1113219475212857	0.1426104442116666	0.0773125400572222	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474290_COLLAGEN_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	mixed_but_plausible	FLT_up is plausible within ECM turnover	medium	Collagen remodeling is supported by unloading and postflight soleus proteomics, but formation versus degradation direction is not consistently resolved.	Miller2001;Murgia2024	-0.0222152363571428	0.9384980690100172	0.0222152363571428	0.2032324161851852	0.0761076824814814	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	low	Rho and MIRO biology connects cytoskeletal and mitochondrial remodeling, but this specific Reactome branch is not directly validated in soleus flight studies.	Murgia2024;Chopard2009	0.1210340902025714	0.3362874106998867	0.1210340902025714	0.1449452861425926	0.0693307643648147	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	low	Endocytic trafficking could reflect membrane and receptor turnover during atrophy, but direct clathrin-mediated endocytosis up evidence in soleus flight studies is lacking.	Bonaldo2013;Tascher2017	0.0809948291957142	0.063003700037068	0.0809948291957142	0.0692315083203703	0.0692315083203703	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5576891_CARDIAC_CONDUCTION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_off_label	FLT_up is plausible only as excitation/ion-channel biology	low	The label is cardiac, but overlapping ion-channel and excitation-coupling genes are relevant to skeletal muscle; direct cardiac-conduction pathway evidence in soleus is absent.	Sandona2012;Gambara2017	0.0954005230857142	0.227164270934871	0.0954005230857142	0.1562650914074073	0.0670845214074074	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-9012999_RHO_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	Rho GTPase cycling is compatible with cytoskeletal and mechanotransduction remodeling, but direct soleus flight direction is not established.	Murgia2024;Chopard2009	0.1066412419285715	0.3533859345722113	0.1066412419285715	0.2551170603333332	0.0649942985555556	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	medium	Muscle-immune interactions during modified loading are well supported, but lymphoid/non-lymphoid interaction direction in soleus flight is not directly shown.	Tidball2002;Gambara2017	0.0955588135357142	0.3533859345722113	0.0955588135357142	0.1960032729351851	0.0645253513796296	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	low	Vascular-wall interaction terms may reflect immune/ECM remodeling after altered loading, but direct direction in soleus spaceflight is weak.	Tidball2002;Murgia2024	0.1168539481371429	0.3793888303022039	0.1168539481371429	0.1798955955148148	0.0638268184481482	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	Platelet activation may tag vascular/inflammatory biology, but direct soleus-spaceflight platelet pathway activation is not established.	Tidball2002;Frenette2000	0.1416113291342856	0.5606618009795953	0.1416113291342856	0.2634175394444444	0.062387201	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_or_ambiguous	FLT_up is ambiguous	medium	IGF-1/Akt anabolic signaling is generally reduced in disuse and space-flown soleus, but IGFBP transport regulation can be inhibitory or compensatory, so direction is not clear.	Sandona2012;Chopard2009;Bonaldo2013	0.0620536308357143	0.5174319469517443	0.0620536308357143	0.1534140773574073	0.0478808667351851	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but broad	low	Peptide-ligand receptors include chemokine and GPCR biology that could rise with inflammation, but the pathway is too heterogeneous for direct alignment.	Gambara2017;Chopard2009	0.0486308730857142	0.6450759529016106	0.0486308730857142	0.0534604983333334	0.0473884149999999	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1296071_POTASSIUM_CHANNELS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_direction	FLT_up is mixed	medium	Long-duration microgravity up-regulated many sarcolemmal channels, but space-flown soleus showed Kcnma1 down-regulation, making potassium-channel direction mixed.	Sandona2012;Gambara2017	0.1129929315000002	0.4586011349951347	0.1129929315000002	0.2737338939814814	0.0467083928703704	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-422475_AXON_GUIDANCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular junction and neural remodeling are relevant to unloading, but axon-guidance up direction is not directly established.	Gambara2017;Murgia2024	0.0123742827528572	0.9270456223365756	0.0123742827528572	0.0708605478240739	0.0431089044907407	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5173105_O_LINKED_GLYCOSYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up has no direct support	low	O-linked glycosylation may relate to ECM/membrane protein turnover, but direct direction evidence in soleus unloading is absent.	Murgia2024;Bonaldo2013	0.0386812161142857	0.567535803313952	0.0386812161142857	0.0803795029074073	0.042659153574074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9013149_RAC1_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	RAC1/Rho-family signaling plausibly reflects cytoskeletal and immune-cell remodeling, but direct soleus pathway direction evidence is limited.	Murgia2024;Tidball2002	0.049735538765	0.6872696344720558	0.049735538765	0.1523119370027777	0.0389348649138889	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_with_close_support	FLT_up is plausible	medium	Space-flown soleus up-regulated myogenic regulatory factors, consistent with developmental/myogenic reprogramming, but the Reactome umbrella is broad.	Gambara2017	0.0807573051428569	0.3617418073746219	0.0807573051428569	0.161929105925926	0.0321671059259259	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-190236_SIGNALING_BY_FGFR	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	FGFR signaling can participate in repair/regeneration, but prior soleus-spaceflight studies do not show FGFR pathway up-regulation.	Gambara2017;Bonaldo2013	0.0207994910857142	0.3617418073746219	0.0207994910857142	0.0441542470503703	0.0313690924207407	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	TLR/DAMP inflammatory signaling is plausible during sterile muscle remodeling, and PGC-1 down-regulation can favor inflammatory cytokine programs, but direct TLR up evidence is limited.	Gambara2017;Tidball2002	0.1316643137035713	0.6038130930549771	0.1316643137035713	0.4971007560582963	0.0304023437565185	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5617833_CILIUM_ASSEMBLY	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_off_context	FLT_up lacks direct support	low	Cilium assembly is not a recognized primary soleus unloading pathway; any signal may reflect nonmyofiber cells or generic developmental annotations.	Gambara2017;Murgia2024	0.0107309732857139	0.8204550555574962	0.0107309732857139	0.0705265644444444	0.0295450311111111	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2559583_CELLULAR_SENESCENCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	low	Spaceflight stress and proteostasis disruption can promote senescence-like programs, but direct soleus senescence pathway activation is weak.	Murgia2024;Bonaldo2013	0.0331801385285713	0.5631899207837803	0.0331801385285713	0.0684844777777776	0.0249514688888889	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5688426_DEUBIQUITINATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	medium	Ubiquitin-proteasome regulation is central to atrophy, but deubiquitination-specific direction is not directly established in soleus spaceflight.	Sandona2012;Bonaldo2013	0.0282635336965714	0.6515914335785022	0.0282635336965714	0.0596459773074073	0.0240557653592592	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up is broad and nonspecific	low	Post-translational modification is broadly involved in proteostasis, but this umbrella term lacks a pathway-specific direction in soleus flight data.	Tascher2017;Bonaldo2013	0.1210557786185715	0.6061618362172885	0.1210557786185715	0.3368923949462962	0.0227367202574074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up lacks direct support	low	Nucleotide metabolism can change with stress and turnover, but direct soleus-spaceflight direction evidence is not established.	Tascher2017;Murgia2024	0.0662076671357142	0.5334495058480129	0.0662076671357142	0.2279677331574073	0.0225594153796297	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-112316_NEURONAL_SYSTEM	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular instability and neural markers can accompany unloading, but direct neuronal-system up evidence in soleus spaceflight is weak and mixed.	Gambara2017;Murgia2024	0.0229271474285712	0.660122699002261	0.0229271474285712	0.0648307788888887	0.0222039544444445	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-397014_MUSCLE_CONTRACTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_direction	FLT_up is mixed	medium	Spaceflight decreases muscle mass, force, and slow-fiber contractile function, but fast contractile genes can rise during slow-to-fast transition, so broad contraction up is ambiguous.	Gambara2017;Fitts2010;Tsuji2026	-0.1145944057142838	0.6910757501516128	0.1145944057142838	0.3590889407407391	0.019037348148147	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-8939211_ESR_MEDIATED_SIGNALING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up lacks direct support	low	Estrogen-receptor signaling can affect muscle biology, but direct ESR-mediated up-regulation in soleus spaceflight literature is not established.	Chopard2009;Gambara2017	0.0034100780791428	0.946432587019583	0.0034100780791428	0.0718466708140739	0.0171272206674074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	aligned_close	FLT_up aligns with modified-loading inflammation	medium	Complement activation is reported during modified muscle use and fits inflammatory remodeling after unloading.	Frenette2000;Tidball2002	-0.04154134796	0.7510974384127281	0.04154134796	0.2827061183407406	0.0160752574148148	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9609507_PROTEIN_LOCALIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_broad	FLT_up lacks direct interpretability	low	Protein localization is a generic cellular process; prior muscle atrophy literature does not provide clear pathway-specific direction.	Tascher2017;Bonaldo2013	0.0491598488585713	0.5824436390383689	0.0491598488585713	0.1644639789592592	0.015358355337037	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	mixed_but_plausible	FLT_up is plausible within ECM turnover	medium	Collagen biosynthesis/modification fits ECM remodeling, but direct soleus evidence supports collagen shifts rather than uniform biosynthesis up.	Miller2001;Murgia2024	0.0077152626314286	0.943740799279477	0.0077152626314286	0.1075276202999998	0.014921012522222	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	mixed_direction	FLT_up is mixed	medium	Nuclear receptor biology is relevant, but direct soleus evidence shows Ppara down-regulation, so broad nuclear-receptor signaling up is not aligned.	Gambara2017	0.0381148971142856	0.7272008155656767	0.0381148971142856	0.1548783765370369	0.0081600580925925	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but weakly direct	low	GPCR downstream signaling can couple immune and metabolic remodeling, but pathway-level up support in soleus flight studies is indirect.	Chopard2009;Gambara2017	0.0370880843571426	0.6564489141042514	0.0370880843571426	0.1173772035740739	0.0021353329074075	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-69278_CELL_CYCLE_MITOTIC	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	uncertain_specific_pathway	FLT_up is ambiguous	low	Mitotic cell-cycle signaling is not expected in mature myofibers; any signal could reflect satellite, immune, or stromal cells rather than direct muscle adaptation.	Gambara2017;Bonaldo2013	0.0160504397999999	0.6990010435386007	0.0160504397999999	0.0915721667777778	0.0009288354444445	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but weak	low	Transport remodeling is plausible during spaceflight muscle adaptation, but ABC-family-specific decrease evidence is not direct.	Sandona2012;Gambara2017	0.0060927932642857	0.9348959059842276	0.0060927932642857	0.1836076413055555	0.0056531134944444	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-4839726_CHROMATIN_ORGANIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	uncertain_broad	FLT_down lacks direct support	low	Chromatin organization may participate in transcriptional adaptation, but direct soleus-spaceflight pathway direction is not established.	Okada2021;Gambara2017	-0.0065936814285714	0.9165299548513824	0.0065936814285714	0.0701785266666666	0.0081046733333334	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	uncertain_specific_pathway	FLT_down lacks direct adaptive immune support	low	Space-flown soleus supports inflammatory chemokines and innate immune remodeling more than a clear adaptive immune pathway decrease.	Gambara2017;Tidball2002	-0.0255122609428573	0.7608545292167727	0.0255122609428573	0.1533634918518517	0.008464525185185	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	mixed_or_uncertain	FLT_down direction is unresolved	medium	MAPK-family signaling is plausible in disuse and inflammatory stress, but prior studies do not establish a broad MAPK cascade decrease in space-flown soleus.	Chopard2009;Bonaldo2013	-0.029625923746	0.5282296406584356	0.029625923746	0.0508433574351851	0.0096320547907407	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-983712_ION_CHANNEL_TRANSPORT	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	mixed_direction	FLT_down is mixed	medium	Long-duration microgravity reported many sarcolemmal ion-channel subunits up-regulated, while space-flown soleus showed Kcnma1 down-regulation, making broad ion-channel transport direction mixed.	Sandona2012;Gambara2017	0.0361709319285712	0.7551268068889917	0.0361709319285712	0.1772907130925925	0.0113170717962962	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	uncertain_specific_pathway	FLT_down lacks direct support	low	SLC transport broadly changes in muscle, but organic-anion transport is specific and not directly supported as decreased in soleus spaceflight literature.	Sandona2012;Gambara2017	-0.0552276963528571	0.5669455555744073	0.0552276963528571	0.1035454044203703	0.0181668699759259	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-500792_GPCR_LIGAND_BINDING	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but broad	low	GPCR ligand binding could reflect chemokine, adrenergic, or metabolic signaling changes in either direction; direct pathway-level direction evidence is weak.	Gambara2017;Chopard2009	0.0205587825799999	0.9054493443047018	0.0205587825799999	0.2203228385740741	0.0187035054259258	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1632852_MACROAUTOPHAGY	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	mixed_or_uncertain	FLT_down is mixed	medium	Autophagy is a recognized atrophy/proteostasis mechanism, but long-duration spaceflight soleus reported autophagy genes near control, so decreased macroautophagy is not clearly aligned.	Sandona2012;Bonaldo2013;Tascher2017	-0.0354255348571426	0.6990010435386007	0.0354255348571426	0.0426533675925924	0.0192269342592593	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	mixed_or_uncertain	FLT_down is uncertain	medium	Amino-acid handling changes with protein catabolism and turnover during atrophy, but direct soleus-spaceflight pathway direction is not strong.	Bonaldo2013;Tascher2017	-0.0867565175999998	0.5824436390383689	0.0867565175999998	0.3089575671111111	0.0208279275555556	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	mixed_or_uncertain	FLT_down is mixed	medium	Postflight soleus proteomics found cell-junction/cytoskeletal and ECM-related enrichment, whereas mouse transcript signals are mixed; a decrease is not directly established.	Murgia2024;Okada2021	-0.0386574518571432	0.4895141378146975	0.0386574518571432	0.0767654529629627	0.0280162974074071	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
