term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	rRNA processing is linked to growth/proliferation, but direct thymus literature emphasizes reduced proliferation.	FLT_up is directionally ambiguous and weakly supported.	medium	Nucleolar/rRNA processing could be stress or proliferation; prior thymus cell-cycle direction is mostly down.	Horie2019;DaSilveira2020	0.466761989153439	0.0007044639585584	0.466761989153439	0.4370219137175438	0.4370219137175438	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8951664_NEDDYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight causes DNA-damage and proteostasis stress, but neddylation is not directly resolved in thymus.	FLT_up is plausible as stress-response post-translational control; direction is indirect.	low	Neddylation could support damage/protein-turnover adaptation without direct thymus proof.	Afshinnekoo2020;Gridley2013	0.3969352938952382	2.1941773286903808e-11	0.3969352938952382	0.432087789265614	0.432087789265614	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Extracellular-matrix remodeling is plausible in thymic involution, but direction is indirect.	FLT_up is compatible with stromal remodeling.	medium	ECM organization can mark thymic structural remodeling under spaceflight stress.	Okamura2024;Akiyama2020	0.3646540354232803	0.0096471412748949	0.3646540354232803	0.431807671177193	0.431807671177193	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	green_prior_aligned	prior literature aligned	FLT_up	Stress-response transcription is directly reported in spaceflown thymus and broader space-omics.	FLT_up aligns with flight-associated stress responses.	high	Cellular stress response is a strong match to thymus and multi-omics spaceflight literature.	Lebsack2010;Novoselova2015;Afshinnekoo2020	0.3612671963121694	0.0010913580937488	0.3612671963121694	0.3810774206982456	0.3810774206982456	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168256_IMMUNE_SYSTEM	blue_plausible_complementary	plausible/complementary	FLT_up	Immune dysregulation is direct, but the broad immune-system term has mixed direction.	FLT_up is plausible but not specifically direction-aligned.	medium	Broad immune-system activation may combine innate activation with suppressed thymopoiesis.	Akiyama2020;Winer2025;Han2023	0.3235369783068784	0.0011143598269694	0.3235369783068784	0.3725581363859653	0.3725581363859653	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-372790_SIGNALING_BY_GPCR	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	GPCR signaling is broad and not directionally resolved in thymus spaceflight literature.	FLT_up has no direct pathway-family direction support.	low	Generic GPCR signaling could reflect many receptors and cell types.	Akiyama2020	0.3125048106666666	9.243163221035913e-06	0.3125048106666666	0.3611514744842105	0.3611514744842105	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	blue_plausible_complementary	plausible/complementary	FLT_up	TGF-beta can connect ECM/stromal and immune remodeling, but thymus direction evidence is indirect.	FLT_up is plausible but not direct.	medium	TGF-beta receptor signaling may accompany thymic stromal remodeling under altered gravity.	Okamura2024;Akiyama2020	0.3468546198992064	0.000372803304979	0.3468546198992064	0.3532981958426315	0.3532981958426315	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-6798695_NEUTROPHIL_DEGRANULATION	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight alters innate myeloid/neutrophil function, but thymus degranulation direction is indirect.	FLT_up is plausible innate immune remodeling.	medium	Neutrophil degranulation may reflect innate infiltration or immune-composition change.	Akiyama2020;Winer2025	0.3208608539153441	0.0061676678613983	0.3208608539153441	0.3488187588192982	0.3488187588192982	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1296071_POTASSIUM_CHANNELS	blue_plausible_complementary	plausible/complementary	FLT_up	Ion-channel remodeling is plausible under altered gravity, but potassium-channel direction is not direct.	FLT_up is plausible but weak.	low	Potassium channels may track activation or stress-state shifts rather than direct thymus evidence.	DaSilveira2020	0.2669315790566137	0.0064866044915069	0.2669315790566137	0.34831702943	0.34831702943	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Adaptive immunity is directly affected, but prior direction often indicates suppressed thymopoiesis/T-cell activation.	FLT_up is mixed rather than clearly aligned.	medium	Broad adaptive-immune up-signal conflicts with suppression of thymic output while also reflecting immune remodeling.	Akiyama2020;Gridley2009;Benjamin2016	0.3045116050264549	0.0002635347210511	0.3045116050264549	0.3213933765087721	0.3213933765087721	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight immune studies support altered innate LPS/TLR-like responses.	FLT_up is consistent with activation/remodeling of innate TLR signaling.	medium	MYD88-independent TLR4 signaling fits reported innate immune and LPS-response changes.	Baqai2009;Winer2025;Han2023	0.3271017978677249	3.3760478097446964e-08	0.3271017978677249	0.3124392548473684	0.3124392548473684	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight increases viral-reactivation risk and alters IFN pathways, but thymus ISG direction is mixed.	FLT_up is plausible antiviral stress, not direct.	medium	IFN-stimulated antimicrobial mechanisms fit immune stress but direct thymus direction is uncertain.	Winer2025;Gridley2009	0.3212629105084655	0.0014284265200912	0.3212629105084655	0.2977997148871052	0.2977997148871052	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight multi-omics support metabolic remodeling, but amino-acid direction in thymus is indirect.	FLT_up is plausible but weakly supported.	low	Amino-acid metabolism may reflect stress metabolism or cell-composition shifts.	Afshinnekoo2020;DaSilveira2020	0.2272096374100528	1.917429338706787e-05	0.2272096374100528	0.3097264372635088	0.2974644997898246	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Thymic microenvironment and stromal remodeling are plausible, but glycosaminoglycan direction is not direct.	FLT_up is compatible with ECM remodeling but not direction-proven.	low	Glycosaminoglycan metabolism may reflect stromal matrix remodeling during involution.	Okamura2024;Akiyama2020	0.3224427644973544	6.558646200929782e-09	0.3224427644973544	0.293580118036842	0.293580118036842	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	Protein phosphorylation is a broad stress/immune signaling mechanism, but direction is indirect.	FLT_up is plausible signaling remodeling.	medium	Phosphorylation can reflect MAPK/TCR/cytokine pathway rewiring under flight stress.	Novoselova2015;DaSilveira2020	0.203616890687831	0.1396982742373503	0.203616890687831	0.2817163522491226	0.2817163522491226	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5617833_CILIUM_ASSEMBLY	blue_plausible_complementary	plausible/complementary	FLT_up	Primary cilia are mechanosensory, but direct thymus-spaceflight cilium evidence is weak.	FLT_up is plausible altered-gravity mechanosensing.	medium	Cilium assembly could be a complementary gravity-sensing response in stromal cells.	Akiyama2020;DaSilveira2020	0.304154016484127	0.0047070532725358	0.304154016484127	0.3114017962519298	0.2767088450519298	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	Innate antiviral/TLR signaling is repeatedly implicated in spaceflight immune dysregulation.	FLT_up is consistent with innate TLR remodeling.	medium	TLR9 cascade fits antiviral and innate immune stress responses.	Baqai2009;Winer2025	0.2808743050391534	0.0001991242124029	0.2808743050391534	0.2682553679054386	0.2682553679054386	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	blue_plausible_complementary	plausible/complementary	FLT_up	Innate antimicrobial programs are spaceflight-relevant, but direct thymus peptide direction is weak.	FLT_up is plausible but indirect.	low	Antimicrobial peptides fit innate immune remodeling more than direct thymocyte biology.	Baqai2009;Winer2025	0.2397705997354497	0.0034193442494113	0.2397705997354497	0.2444125448421051	0.2444125448421051	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168249_INNATE_IMMUNE_SYSTEM	green_prior_aligned	prior literature aligned	FLT_up	Innate immune dysregulation is a direct and recurrent spaceflight finding.	FLT_up aligns with innate immune activation/remodeling.	medium	Innate immune-system signal matches reported LPS, myeloid, and inflammation changes.	Baqai2009;Winer2025;Han2023	0.160328358468254	0.3405874135517473	0.160328358468254	0.2441784842301753	0.2441784842301753	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Rho-family cytoskeletal signaling is gravity-sensitive, but thymus direction evidence is weak.	FLT_up is mechanistically plausible, not directly established.	medium	Rho effectors could reflect altered thymocyte migration or stromal mechanics.	Akiyama2020;DaSilveira2020	0.232589498071693	7.466927831771272e-08	0.232589498071693	0.2385832587184034	0.2385832587184034	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Vitamin/cofactor metabolism is generic and not thymus-directional in prior literature.	FLT_up lacks direct support.	low	Cofactor metabolism is too broad to map confidently onto thymic flight biology.	Afshinnekoo2020	0.2500721176719576	0.0036409525808908	0.2500721176719576	0.2272969228070175	0.2272969228070175	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474290_COLLAGEN_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	ECM remodeling is plausible in thymic involution, but collagen direction is not directly shown.	FLT_up is compatible with stromal remodeling.	medium	Collagen formation may mark tissue-remodeling response in the involuting thymic microenvironment.	Okamura2024;Akiyama2020	0.1495527108730158	0.0029548268752119	0.1495527108730158	0.2423655437947367	0.2254498520052631	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	blue_plausible_complementary	plausible/complementary	FLT_up	GPI-anchor synthesis affects immune cell-surface proteins, but direct thymus direction is absent.	FLT_up is plausible but weak.	low	GPI-anchor modification could track immune receptor remodeling.	DaSilveira2020;Winer2025	0.1969660755476188	0.0413854935652704	0.1969660755476188	0.2178861057929824	0.2178861057929824	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	WNT/TCF can regulate thymic epithelial biology, but spaceflight direction is indirect.	FLT_up is plausible developmental/stromal remodeling.	medium	TCF-dependent WNT signaling may fit epithelial remodeling, not a direct flight-direction result.	Akiyama2020;Okamura2024	0.2421167473941799	0.0038012716247017	0.2421167473941799	0.2957401235096492	0.2176325443096491	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Insulin secretion regulation is endocrine/pancreatic and not a thymus flight direction.	FLT_up is off-axis and unsupported.	low	This term is likely a generic signaling/metabolic association rather than thymic literature match.	Akiyama2020	0.1567363921928571	2.8134498038293344e-05	0.1567363921928571	0.2043219343310525	0.2043219343310525	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-4839726_CHROMATIN_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight epigenetic/chromatin remodeling is supported broadly, but thymus direction is indirect.	FLT_up is plausible chromatin remodeling.	medium	Chromatin organization fits the spaceflight epigenetic feature.	Afshinnekoo2020;DaSilveira2020	0.1792984398412691	0.0347741684626554	0.1792984398412691	0.2327300531578945	0.2014532451578945	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-72689_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	40S-subunit formation is translation/proliferation related, while thymic proliferation is reported down.	FLT_up is ambiguous and weakly supported.	medium	Translation-initiation signal could reflect stress or composition, but conflicts with reduced proliferation context.	Horie2019;DaSilveira2020	0.1461660315132274	0.4310113115127481	0.1461660315132274	0.2639670295810526	0.1845850855389473	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	blue_plausible_complementary	plausible/complementary	FLT_up	IGF/endocrine axes can affect immune organ mass, but direct flight direction is weak.	FLT_up is plausible endocrine remodeling.	low	IGF transport may reflect systemic growth/stress hormone adaptation rather than direct thymus evidence.	Benjamin2016;Akiyama2020	0.1257329016402113	0.4347681049931016	0.1257329016402113	0.3336356392438597	0.1837959632438597	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5173105_O_LINKED_GLYCOSYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	O-linked glycosylation can affect immune/secretory proteins, but thymus direction is indirect.	FLT_up is plausible but weak.	low	Glycosylation may track immune receptor or extracellular protein remodeling.	DaSilveira2020;Winer2025	0.1530062175846561	0.2274434146714194	0.1530062175846561	0.1930201691914034	0.1819017313580701	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	PI3K/AKT is relevant to immune survival/stress signaling, but direct direction is weak.	FLT_up is plausible but indirect.	medium	PIP3-AKT signaling could reflect survival compensation amid thymic stress.	Akiyama2020;Gridley2013	0.1556685827486775	0.059465884448638	0.1556685827486775	0.1804037120668071	0.1804037120668071	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_up	ECM degradation is plausible during thymic involution, but direction evidence is indirect.	FLT_up is compatible with tissue remodeling.	medium	Matrix degradation may accompany thymic stromal remodeling/atrophy.	Okamura2024;Akiyama2020	0.1973198674867724	0.0870557443360291	0.1973198674867724	0.2344303153964911	0.1796431573964911	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2142753_ARACHIDONATE_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Arachidonate metabolism is inflammatory lipid signaling, but direct thymus direction is weak.	FLT_up is plausible inflammatory remodeling.	medium	Arachidonate signaling can complement cytokine/innate immune dysregulation.	Winer2025;Afshinnekoo2020	0.131585638031746	0.1455569321759559	0.131585638031746	0.1790481776845613	0.1738063646845614	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	TNF/NF-kB immune signaling is relevant to spaceflight immune stress, but reported directions are mixed.	FLT_up is plausible but not directly aligned.	medium	TNFR2/noncanonical NF-kB may reflect immune stress or survival signaling in remodeled thymus.	Gridley2009;Baqai2009;Winer2025	0.1916870484285716	1.2414842154523296e-05	0.1916870484285716	0.166858829419649	0.166858829419649	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	blue_plausible_complementary	plausible/complementary	FLT_up	NuRD/chromatin regulation fits spaceflight epigenetic remodeling, but thymus direction is indirect.	FLT_up is plausible chromatin remodeling.	medium	NuRD-transcription factor interactions are consistent with broad epigenetic stress responses.	Afshinnekoo2020;DaSilveira2020	0.1067354438968254	0.3244539751738162	0.1067354438968254	0.1659173140778948	0.1659173140778948	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	green_prior_aligned	prior literature aligned	FLT_up	Cytokine signaling changes are repeatedly reported in spaceflight immune studies.	FLT_up aligns with cytokine immune remodeling.	medium	Cytokine signaling fits direct immune dysregulation and thymus/spleen expression changes.	Akiyama2020;Winer2025;Gridley2013	0.1056886513227512	0.1069394280418364	0.1056886513227512	0.2001610641228069	0.1540391801228069	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	blue_plausible_complementary	plausible/complementary	FLT_up	Proteasome-mediated antigen processing is immune/stress relevant, but direction is indirect.	FLT_up is plausible antigen-processing/proteostasis remodeling.	medium	Ubiquitination-proteasome antigen processing may respond to stress and immune remodeling.	Akiyama2020;Afshinnekoo2020	0.0871408030806878	0.3717515785131922	0.0871408030806878	0.173185554608421	0.151593499608421	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	GPCR downstream signaling is broad and lacks direct thymus direction.	FLT_up is nonspecific.	low	The pathway could represent many receptor programs with mixed biology.	Akiyama2020	0.1790758986772491	0.1006200514479167	0.1790758986772491	0.2529171031052632	0.1426390551052632	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_up	MHC II antigen presentation is thymus/immune relevant, but direct flight direction is weak.	FLT_up is plausible immune remodeling.	medium	MHC II presentation may reflect altered antigen presentation or APC composition.	Akiyama2020;Winer2025	0.091633800021164	0.2274434146714194	0.091633800021164	0.2593644124429824	0.1415427144429824	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-211859_BIOLOGICAL_OXIDATIONS	green_prior_aligned	prior literature aligned	FLT_up	Oxidative stress and mitochondrial redox stress are core spaceflight molecular features.	FLT_up aligns with oxidative/biological-oxidation stress.	medium	Biological oxidations fit antioxidant and mitochondrial stress responses after flight.	Afshinnekoo2020;DaSilveira2020;Baqai2009	0.1147894863227509	0.1038145011743657	0.1147894863227509	0.1577968971491228	0.1369601411491227	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	blue_plausible_complementary	plausible/complementary	FLT_up	Chemokines regulate immune trafficking and are altered in spaceflight, but direction is mixed.	FLT_up is plausible but not direct.	medium	Chemokine receptor signaling may reflect leukocyte redistribution or thymic egress changes.	Akiyama2020;Winer2025	0.0964374454497358	0.1335879675705471	0.0964374454497358	0.2075084218666666	0.1359239138666666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Endocytosis/trafficking can accompany immune receptor remodeling, but thymus direction is absent.	FLT_up is plausible but indirect.	low	Clathrin-mediated endocytosis may reflect receptor turnover under stress.	DaSilveira2020	0.0948506931587302	0.0727792298440775	0.0948506931587302	0.1264875325126315	0.1264875325126315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-73886_CHROMOSOME_MAINTENANCE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Chromosome maintenance overlaps DNA repair and cell cycle, whose prior directions differ.	FLT_up is mixed and not directly aligned.	medium	DNA-damage literature supports maintenance responses, but thymus cell-cycle genes are suppressed.	Horie2019;Luxton2020	0.1135694681039683	0.0004459071838595	0.1135694681039683	0.1219460617357719	0.1219460617357719	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Stress steroid/nuclear receptor remodeling is direct, but this generic nuclear receptor term is broad.	FLT_up is plausible but not receptor-specific.	medium	Nuclear receptor transcription may include glucocorticoid stress responses relevant to thymic involution.	Lebsack2010;Benjamin2016	0.0657199499076454	0.0935611131136558	0.0657199499076454	0.1290957370026105	0.1168032307541894	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	blue_plausible_complementary	plausible/complementary	FLT_up	Collagen fibril assembly fits ECM/stromal remodeling, but not direct thymus direction.	FLT_up is plausible matrix remodeling.	medium	Collagen-fibril assembly may mark tissue remodeling during thymic involution.	Okamura2024;Akiyama2020	0.0768306714285715	0.0233304703362395	0.0768306714285715	0.1460692023298245	0.1167611998035088	0.0452117281136842	plausible_complementary	plausible/complementary
