term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	low	Endocytic trafficking could reflect membrane and receptor turnover during atrophy, but direct clathrin-mediated endocytosis up evidence in soleus flight studies is lacking.	Bonaldo2013;Tascher2017	0.0809948291957142	0.063003700037068	0.0809948291957142	0.0692315083203703	0.0692315083203703	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5576891_CARDIAC_CONDUCTION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_off_label	FLT_up is plausible only as excitation/ion-channel biology	low	The label is cardiac, but overlapping ion-channel and excitation-coupling genes are relevant to skeletal muscle; direct cardiac-conduction pathway evidence in soleus is absent.	Sandona2012;Gambara2017	0.0954005230857142	0.227164270934871	0.0954005230857142	0.1562650914074073	0.0670845214074074	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-9012999_RHO_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	Rho GTPase cycling is compatible with cytoskeletal and mechanotransduction remodeling, but direct soleus flight direction is not established.	Murgia2024;Chopard2009	0.1066412419285715	0.3533859345722113	0.1066412419285715	0.2551170603333332	0.0649942985555556	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but indirect	medium	Muscle-immune interactions during modified loading are well supported, but lymphoid/non-lymphoid interaction direction in soleus flight is not directly shown.	Tidball2002;Gambara2017	0.0955588135357142	0.3533859345722113	0.0955588135357142	0.1960032729351851	0.0645253513796296	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	low	Vascular-wall interaction terms may reflect immune/ECM remodeling after altered loading, but direct direction in soleus spaceflight is weak.	Tidball2002;Murgia2024	0.1168539481371429	0.3793888303022039	0.1168539481371429	0.1798955955148148	0.0638268184481482	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but broad	low	Peptide-ligand receptors include chemokine and GPCR biology that could rise with inflammation, but the pathway is too heterogeneous for direct alignment.	Gambara2017;Chopard2009	0.0486308730857142	0.6450759529016106	0.0486308730857142	0.0534604983333334	0.0473884149999999	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-422475_AXON_GUIDANCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular junction and neural remodeling are relevant to unloading, but axon-guidance up direction is not directly established.	Gambara2017;Murgia2024	0.0123742827528572	0.9270456223365756	0.0123742827528572	0.0708605478240739	0.0431089044907407	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9013149_RAC1_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	RAC1/Rho-family signaling plausibly reflects cytoskeletal and immune-cell remodeling, but direct soleus pathway direction evidence is limited.	Murgia2024;Tidball2002	0.049735538765	0.6872696344720558	0.049735538765	0.1523119370027777	0.0389348649138889	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_with_close_support	FLT_up is plausible	medium	Space-flown soleus up-regulated myogenic regulatory factors, consistent with developmental/myogenic reprogramming, but the Reactome umbrella is broad.	Gambara2017	0.0807573051428569	0.3617418073746219	0.0807573051428569	0.161929105925926	0.0321671059259259	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible	medium	TLR/DAMP inflammatory signaling is plausible during sterile muscle remodeling, and PGC-1 down-regulation can favor inflammatory cytokine programs, but direct TLR up evidence is limited.	Gambara2017;Tidball2002	0.1316643137035713	0.6038130930549771	0.1316643137035713	0.4971007560582963	0.0304023437565185	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2559583_CELLULAR_SENESCENCE	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	low	Spaceflight stress and proteostasis disruption can promote senescence-like programs, but direct soleus senescence pathway activation is weak.	Murgia2024;Bonaldo2013	0.0331801385285713	0.5631899207837803	0.0331801385285713	0.0684844777777776	0.0249514688888889	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5688426_DEUBIQUITINATION	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but not direct	medium	Ubiquitin-proteasome regulation is central to atrophy, but deubiquitination-specific direction is not directly established in soleus spaceflight.	Sandona2012;Bonaldo2013	0.0282635336965714	0.6515914335785022	0.0282635336965714	0.0596459773074073	0.0240557653592592	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-112316_NEURONAL_SYSTEM	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but mixed	low	Neuromuscular instability and neural markers can accompany unloading, but direct neuronal-system up evidence in soleus spaceflight is weak and mixed.	Gambara2017;Murgia2024	0.0229271474285712	0.660122699002261	0.0229271474285712	0.0648307788888887	0.0222039544444445	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	mixed_but_plausible	FLT_up is plausible within ECM turnover	medium	Collagen biosynthesis/modification fits ECM remodeling, but direct soleus evidence supports collagen shifts rather than uniform biosynthesis up.	Miller2001;Murgia2024	0.0077152626314286	0.943740799279477	0.0077152626314286	0.1075276202999998	0.014921012522222	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	blue_plausible_complementary	plausible/complementary	FLT_up	plausible_indirect	FLT_up is plausible but weakly direct	low	GPCR downstream signaling can couple immune and metabolic remodeling, but pathway-level up support in soleus flight studies is indirect.	Chopard2009;Gambara2017	0.0370880843571426	0.6564489141042514	0.0370880843571426	0.1173772035740739	0.0021353329074075	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but weak	low	Transport remodeling is plausible during spaceflight muscle adaptation, but ABC-family-specific decrease evidence is not direct.	Sandona2012;Gambara2017	0.0060927932642857	0.9348959059842276	0.0060927932642857	0.1836076413055555	0.0056531134944444	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-500792_GPCR_LIGAND_BINDING	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but broad	low	GPCR ligand binding could reflect chemokine, adrenergic, or metabolic signaling changes in either direction; direct pathway-level direction evidence is weak.	Gambara2017;Chopard2009	0.0205587825799999	0.9054493443047018	0.0205587825799999	0.2203228385740741	0.0187035054259258	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-449147_SIGNALING_BY_INTERLEUKINS	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_but_plausible	FLT_down is plausible but mixed	medium	Inflammatory chemokines rise in space-flown soleus, but IL-6 was reported down in long-duration space-flown soleus, so interleukin direction remains mixed.	Gambara2017;Sandona2012	-0.0637422937857141	0.5508425847019985	0.0637422937857141	0.1268247941666667	0.0320512363888888	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but broad	low	Neuromuscular remodeling is relevant, and Fzd9 decreased in space-flown soleus, but chemical-synapse transmission is broader than the direct evidence.	Gambara2017;Murgia2024	-0.0806070244357143	0.5824436390383689	0.0806070244357143	0.2968203409166665	0.0416387649166667	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_mechanotransduction	FLT_down is plausible but mixed	medium	Reduced load could suppress integrin mechanotransduction, while postflight ECM/cell-junction remodeling can enrich adhesion terms, so the direction is biologically plausible but not directly settled.	Murgia2024;Miller2001	-0.0070888568448571	0.9527774434076812	0.0070888568448571	0.0809405753129629	0.0463958954203704	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but indirect	medium	Reduced load can damp mechanosensitive Rho-effector signaling, while cytoskeletal remodeling can also activate Rho pathways; direct soleus-spaceflight direction remains indirect.	Murgia2024;Chopard2009	-0.0532649013448571	0.3533859345722113	0.0532649013448571	0.0572061757722222	0.0542153668833333	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_but_plausible	FLT_down is plausible but mixed	medium	Lower broad RTK signaling is compatible with reduced IGF/PI3K/Akt anabolic signaling, but the RTK family includes repair and growth-factor pathways with mixed expected directions.	Sandona2012;Chopard2009;Bonaldo2013	-0.0572644259428573	0.5174319469517443	0.0572644259428573	0.0907563426296297	0.0587510948518519	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but broad	low	Neuromuscular junction remodeling is relevant and Fzd9, a postsynaptic/NMJ-associated marker, decreased in space-flown soleus, but nervous-system-development is a broad label.	Gambara2017;Murgia2024	-0.0763494267571428	0.4034424839827852	0.0763494267571428	0.1815633770740739	0.0694403044074074	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but weakly supported	low	Reduced vesicle-mediated transport could reflect altered membrane and proteostasis remodeling during atrophy, but direct soleus-spaceflight direction evidence is sparse.	Bonaldo2013;Tascher2017	-0.0979354959999998	0.0238370764356111	0.0979354959999998	0.0981342487037035	0.0981342487037035	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-194138_SIGNALING_BY_VEGF	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_vascular_remodeling	FLT_down is plausible but context dependent	low	Unloading can remodel muscle vasculature and angiogenic programs; a lower VEGF signal could fit capillary regression, but direction varies with recovery and tissue context.	Chopard2009;Murgia2024	-0.119384688742857	0.117116981877257	0.119384688742857	0.099502421811111	0.099502421811111	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_transport_signal	FLT_down is plausible but heterogeneous	medium	Unloading and spaceflight alter ion and metabolite transporters in soleus, but SLC families are heterogeneous and direction is not uniform.	Sandona2012;Gambara2017	-0.1962365978428573	0.2124161497136314	0.1962365978428573	0.2545037790185186	0.1283357119074073	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_with_ecm_remodeling	FLT_down is plausible but not directly established	medium	Prior work supports ECM and collagen remodeling after unloading or spaceflight; lower ECM-degradation signal could fit net matrix accumulation, but degradation direction is not resolved.	Miller2001;Murgia2024	-0.1976807517142855	0.0917479505061229	0.1976807517142855	0.1676931753703702	0.1676931753703702	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_transport_signal	FLT_down is plausible but heterogeneous	medium	Spaceflight and unloading alter ion and metabolite transporters in soleus, but this umbrella term mixes transporter classes with different expected directions.	Sandona2012;Gambara2017	-0.2153729341428549	0.1535767092175453	0.2153729341428549	0.2154720220370368	0.1681101353703704	0.0298317394874073	plausible_complementary	plausible/complementary
R-MMU-211859_BIOLOGICAL_OXIDATIONS	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_broad_metabolic	FLT_down is plausible but broad	medium	Reduced biological-oxidation signal is compatible with impaired oxidative metabolism in flight muscle, but the Reactome term also covers heterogeneous detox/redox biology.	Murgia2024;Tascher2017;Gambara2017	-0.2278588442285714	0.1262986602386577	0.2278588442285714	0.2093026996666666	0.1744706696666667	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1430728_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_broad_signal	FLT_down partly aligns with metabolic remodeling	medium	Broad metabolism decrease is compatible with reduced oxidative and lipid programs, although glycolytic programs can increase, making the umbrella term directionally mixed.	Gambara2017;Tascher2017;Murgia2024	-0.2505088710000009	0.1956931624341973	0.2505088710000009	0.2214086527777778	0.1808996527777777	0.0298317394874073	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1442490_COLLAGEN_DEGRADATION	blue_plausible_complementary	plausible/complementary	FLT_down	mixed_with_ecm_remodeling	FLT_down is plausible but not directly established	medium	Hindlimb unloading shifts soleus collagen isoforms and postflight soleus proteomics shows ECM remodeling; reduced collagen degradation could fit net matrix accumulation, but direct degradation direction is unresolved.	Miller2001;Murgia2024	-0.3185942619842858	0.3362874106998867	0.3185942619842858	0.4161621606685186	0.2072379588685184	0.0298317394874073	prior_literature_match	prior literature match
R-MMU-372790_SIGNALING_BY_GPCR	blue_plausible_complementary	plausible/complementary	FLT_down	plausible_indirect	FLT_down is plausible but weakly direct	low	GPCR signaling can reflect inflammatory, adrenergic, and metabolic remodeling in either direction; direct soleus-spaceflight evidence for a broad decrease is limited.	Chopard2009;Gambara2017	-0.4970836514142862	0.1842505026111421	0.4970836514142862	0.5675670243888887	0.3473075108333334	0.0298317394874073	plausible_complementary	plausible/complementary
