term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight produces proteotoxic, oxidative, and stress-response signatures, but heat-stress specificity is indirect.	Partially aligned: FLT_up fits stress-protein biology, not literal heat exposure.	medium	Heat-stress Reactome genes overlap with proteostasis stress, which is reported in spaceflight liver.	Blaber2017;daSilveira2020	0.0421976950118495	0.267970544518852	0.0421976950118495	0.0584386881331846	0.0228626533554068	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-195721_SIGNALING_BY_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	WNT signaling can interact with liver repair/fibrosis and mechanobiology, but direct liver spaceflight direction is weak.	Partially aligned: FLT_up is plausible as remodeling biology.	medium	WNT fits regenerative/fibrotic crosstalk but is not a direct published liver spaceflight direction.	Friedman2008;Vinken2022	0.0374578473046356	0.5256893397742708	0.0374578473046356	0.0819830978359362	0.0226983234232378	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight multi-omics reports epigenetic/chromatin-related changes, but liver direction for this enzyme class is indirect.	Partially aligned: FLT_up is plausible as stress-induced epigenetic remodeling.	medium	Chromatin-modifying enzymes fit broad space-omics remodeling but are not pathway-direction specific.	daSilveira2020;GarrettBakelman2019	0.0313769773686065	0.6147308671965425	0.0313769773686065	0.0966831578758969	0.0219255334928964	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Class A GPCR receptor labels are broad and include many off-context receptor families; liver spaceflight direction is unclear.	Uncertain: FLT_up is not tied to a specific supported receptor mechanism.	low	The term is receptor-family broad and potentially annotation-heavy.	Mathyk2024;Vinken2022	0.0366596120483724	0.5212296715830184	0.0366596120483724	0.0693068698197992	0.0218288569038566	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight liver literature supports altered detoxification, glutathione, and conjugation-related metabolism.	Aligned: FLT_up fits phase-II detoxification remodeling.	high	Phase II conjugation is directly liver-relevant and supported by glutathione/xenobiotic findings.	Kurosawa2021;Moskaleva2015;Vinken2022	0.0339428050323984	0.5332548916047561	0.0339428050323984	0.0749173318073083	0.0178423908073083	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight coagulation changes are reported, but megakaryocyte/platelet production is marrow/blood biology, not liver.	Uncertain/off-context: FLT_up is not a direct hepatic pathway direction.	medium	The pathway is systemic hematopoietic rather than liver-specific.	Houerbi2024	0.0066238169030299	0.8892420370392674	0.0066238169030299	0.0404979492093584	0.0177977724334986	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	P-type ATPase ion transport is not a core liver spaceflight pathway and lacks direct direction evidence.	Uncertain: FLT_up is a broad transport signal.	low	The pathway is too nonspecific for confident alignment.	Ilangovan2024	0.0168006166323144	0.639933104032709	0.0168006166323144	0.0610334609433927	0.0161371431603769	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight affects adaptive immunity, but evidence often indicates impaired T/NK function and mixed cytokine direction.	Uncertain/mixed: FLT_up does not cleanly match adaptive immune suppression literature.	medium	Adaptive immune direction is heterogeneous and not liver-specific.	Gridley2009;Crucian2018;Kim2024	0.0216275774392005	0.3595929594438814	0.0216275774392005	0.0578643400901779	0.0155967013290668	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Liver injury and microgravity can affect tissue architecture and adhesion, but direct junction-direction evidence is limited.	Partially aligned: FLT_up is plausible as remodeling, not directly validated.	medium	Cell-cell junction remodeling can accompany hepatic stress and altered mechanobiology.	Li2026;Vinken2022	0.0399668245095246	0.1304427546647291	0.0399668245095246	0.0491114416682532	0.0154573285162065	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	green_prior_aligned	prior literature aligned	FLT_up	Liver spaceflight sulfur and amino-acid metabolism changes support amino-acid transport remodeling.	Aligned: FLT_up fits compensatory hepatic amino-acid transport response.	medium	Amino-acid transport is closely tied to reported hepatic sulfur/amino-acid metabolic shifts.	Kurosawa2021;Vitry2022	-0.0061898634423278	0.9279664910626608	0.0061898634423278	0.0388320796503938	0.0148935570508034	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	Elastic-fiber formation is plausible ECM/vascular remodeling but lacks direct liver spaceflight direction.	Partially aligned: FLT_up is a possible remodeling signal.	low	The term is ECM-adjacent but not directly supported as hepatic flight biology.	Jonscher2016;Friedman2008	0.0242759395732713	0.3375184029309129	0.0242759395732713	0.0466141222474318	0.0146628213412776	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-186797_SIGNALING_BY_PDGF	blue_plausible_complementary	plausible/complementary	FLT_up	PDGF is a classic hepatic stellate-cell and fibrogenic signal, but direct spaceflight liver PDGF direction is weak.	Partially aligned: FLT_up fits stellate/profibrotic remodeling if liver injury is present.	medium	PDGF signaling is plausible downstream of stellate activation but not directly reported as increased in flight liver.	Jonscher2016;Friedman2008	0.0038386189881603	0.6159745211167971	0.0038386189881603	0.0206411786753607	0.0140768569544058	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	N-linked glycosylation may reflect ER/protein-processing stress but is not directly supported as liver spaceflight direction.	Uncertain: FLT_up is plausible but generic.	low	The pathway lacks direct liver evidence beyond broad proteostasis stress.	Blaber2017;Ilangovan2024	0.0243048381075446	0.639933104032709	0.0243048381075446	0.0547245879450389	0.0140448492307532	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_up	ECM turnover is plausible downstream of hepatic stellate activation and spaceflight liver injury.	Partially aligned: FLT_up fits tissue remodeling but direct direction is indirect.	medium	ECM degradation is a reasonable complementary remodeling signal after lipotoxic/inflammatory injury.	Jonscher2016;Friedman2008;Vinken2022	0.0547309371522348	0.2702724477696054	0.0547309371522348	0.0716762213539582	0.013488526019236	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	blue_plausible_complementary	plausible/complementary	FLT_up	Canonical TGFB/SMAD signaling is central to hepatic stellate activation and fibrosis, but direct spaceflight liver direction is indirect.	Partially aligned: FLT_up fits profibrotic/remodeling signaling.	medium	The pathway is a plausible downstream arm of liver injury and stellate activation.	Jonscher2016;Friedman2008	0.0125106210069746	0.7142108629637246	0.0125106210069746	0.063599067114266	0.0126179924119756	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-189445_METABOLISM_OF_PORPHYRINS	blue_plausible_complementary	plausible/complementary	FLT_up	Porphyrin/heme metabolism is liver- and CYP-related, but direct spaceflight porphyrin direction is weak.	Partially aligned: FLT_up could reflect CYP/heme metabolic adaptation.	medium	The pathway is metabolically plausible as part of hepatic oxidation changes.	Moskaleva2015;Vinken2022	0.0544539340865456	0.464794514304007	0.0544539340865456	0.0821137112327862	0.0112221205938973	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	green_prior_aligned	prior literature aligned	FLT_up	Mouse liver spaceflight studies directly report altered CYP content and xenobiotic oxidation.	Aligned: FLT_up matches phase-I metabolic remodeling.	high	Phase I functionalization is a direct hepatic CYP/ADME spaceflight pathway.	Moskaleva2015;Vinken2022	0.0633255956254688	0.4312587958344942	0.0633255956254688	0.0841759612767065	0.0104198911100398	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-157579_TELOMERE_MAINTENANCE	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight radiation studies directly report telomere and DNA-damage response changes.	Aligned: FLT_up matches spaceflight-associated telomere maintenance stress.	medium	The evidence is spaceflight-specific, although not liver-specific.	Luxton2020;GarrettBakelman2019	0.0081183905276668	0.1788197735109013	0.0081183905276668	0.0218053010446083	0.0102755337699704	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight innate immune dysregulation makes Fc receptor phagocytosis plausible, but liver-specific direction is not direct.	Partially aligned: FLT_up may reflect Kupffer/macrophage immune activation.	medium	Phagocytosis fits hepatic innate immune remodeling, with indirect evidence.	Crucian2018;Kim2024;Vinken2022	0.0061971921083268	0.1815696404519797	0.0061971921083268	0.0143873684494949	0.0090313181879806	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769740_COAGULATION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight secretome studies show coagulation changes, and liver synthesizes many coagulation factors.	Partially aligned: FLT_up matches systemic coagulation perturbation but liver-specific pathway activity is indirect.	medium	Coagulation is biologically connected to liver and spaceflight but not directly resolved at hepatic pathway level.	Houerbi2024;Vinken2022	-0.0350612088113095	0.1815696404519797	0.0350612088113095	0.0869696359058577	0.0082477533665593	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-983189_KINESINS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Kinesins may relate to mitosis and trafficking, but no direct liver spaceflight direction supports this term.	Uncertain: FLT_up is generic cell-cycle/transport biology.	low	The pathway is too nonspecific for confident literature alignment.	daSilveira2020	0.0179130545045597	0.685066716350166	0.0179130545045597	0.1128507312993848	0.0079901695295436	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-428157_SPHINGOLIPID_METABOLISM	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight lipidomics reports altered sphingolipids, and liver lipid metabolism is a strong spaceflight theme.	Aligned: FLT_up matches sphingolipid/lipid remodeling.	high	Sphingolipid metabolism is directly supported by in-flight lipidomics and broader liver lipid dysregulation.	Uruno2021;Beheshti2019	-0.013159314758242	0.6070759505528404	0.013159314758242	0.050222504665063	0.0071317291543813	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-114608_PLATELET_DEGRANULATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Spaceflight coagulation changes are supported, but platelet degranulation is systemic and not liver-specific.	Uncertain: FLT_up may reflect blood/coagulation biology rather than hepatic pathway activity.	medium	The pathway is plausible systemically but weak as a liver label.	Houerbi2024	0.0133868785765709	0.7325924065970834	0.0133868785765709	0.081287658602813	0.0067385716340021	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-73894_DNA_REPAIR	green_prior_aligned	prior literature aligned	FLT_up	Space radiation and spaceflight multi-omics support DNA damage and repair responses.	Aligned: FLT_up matches expected DNA repair pathway engagement.	medium	DNA repair is a core spaceflight stress response, though not exclusively liver-specific.	Luxton2020;daSilveira2020	0.0175509705729716	0.6561573742631243	0.0175509705729716	0.05300340148453	0.0061605927832629	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-5358351_SIGNALING_BY_HEDGEHOG	blue_plausible_complementary	plausible/complementary	FLT_up	Hedgehog signaling can participate in liver injury, repair, and fibrosis, but direct spaceflight direction is weak.	Partially aligned: FLT_up is plausible remodeling biology.	low	The pathway is mechanistically plausible but not directly supported by spaceflight liver studies.	Friedman2008;Vinken2022	0.0188814085878955	0.7058227210299123	0.0188814085878955	0.0902060244881157	0.0049292089381157	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	blue_plausible_complementary	plausible/complementary	FLT_up	Liver spaceflight affects metabolites, xenobiotic handling, and transport, but this transport term is broad.	Partially aligned: FLT_up is plausible as hepatic transport remodeling.	medium	Small-molecule transport could reflect bile, amino-acid, and xenobiotic adaptation, but evidence is indirect.	Kurosawa2021;Moskaleva2015;Vinken2022	0.0138257820758962	0.3105770085476078	0.0138257820758962	0.0207124453972409	0.0026263728631277	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168249_INNATE_IMMUNE_SYSTEM	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight multi-omics and immune studies repeatedly support innate immunity and inflammation.	Aligned: FLT_up matches innate immune pathway engagement.	high	Innate immune signaling is one of the best-supported non-metabolic spaceflight pathway families.	daSilveira2020;Crucian2018;Kim2024	-0.0003626476766162	0.9969772782976236	0.0003626476766162	0.0527919122933273	0.002618666635244	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-6806834_SIGNALING_BY_MET	blue_plausible_complementary	plausible/complementary	FLT_up	MET/HGF signaling is liver-regenerative and injury-relevant, but direct spaceflight direction is not established.	Partially aligned: FLT_up could reflect hepatocyte repair signaling.	medium	MET is plausible for liver repair after stress but lacks direct spaceflight support.	Vinken2022;Friedman2008	-0.0211688707520849	0.6710395942356029	0.0211688707520849	0.0417903044810606	0.0021101603600811	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	green_prior_aligned	prior literature aligned	FLT_up	Liver spaceflight work reports fat-soluble retinoid and water-soluble sulfur/cofactor metabolism changes.	Aligned: FLT_up fits broad vitamin/cofactor remodeling.	medium	Both retinoid and sulfur/cofactor metabolism have direct liver spaceflight support.	Jonscher2016;Kurosawa2021	0.0052536038773061	0.7864627225892906	0.0052536038773061	0.0481612005348383	0.0020702543878849	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	green_prior_aligned	prior literature aligned	FLT_up	Liver injury and spaceflight immune dysregulation support IL-1/inflammatory signaling.	Aligned: FLT_up matches inflammatory cytokine pathway engagement.	medium	IL-1 signaling is a close inflammatory mechanism for hepatic stress.	Crucian2018;Kim2024;Vinken2022	0.0347350745000374	0.5395709955392025	0.0347350745000374	0.1080294781497531	4.324976737357655e-06	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Cytokine signaling is a supported immune-inflammatory pathway family, but spaceflight immune dysfunction can be suppressive or activating by context.	Uncertain/mixed: FLT_down conflicts with inflammatory activation but could reflect immune suppression.	medium	The corrected decrease prevents a straightforward prior-aligned cytokine call.	Crucian2018;Kim2024;Vinken2022	-0.0052848588533072	0.8637412279357763	0.0052848588533072	0.0500478200135149	0.0002610518894548	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-68886_M_PHASE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	M-phase biology is a specific cell-cycle branch, but decreased activity is not a direct liver spaceflight finding.	Uncertain/mixed: FLT_down could reflect arrest or reduced proliferation.	medium	The corrected decrease does not support the prior activation-style interpretation.	daSilveira2020;Vinken2022	-0.0049163998242192	0.9471236098633564	0.0049163998242192	0.1103849424124069	0.0007077742630803	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5688426_DEUBIQUITINATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Deubiquitination is plausible proteostasis regulation, but decreased pathway activity is not directly reported in liver flight studies.	Uncertain: FLT_down is not directly literature supported.	low	The pathway is plausible but too specific for available broad proteostasis evidence.	Blaber2017;daSilveira2020	0.0051646837726923	0.8516994309606525	0.0051646837726923	0.0162483694823714	0.001395938938649	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Nuclear receptors include estrogen, PPAR, and xenobiotic receptors; liver spaceflight literature supports receptor remodeling with mixed directions.	Partially aligned/mixed: FLT_down fits inhibited estrogen signaling but may not fit all nuclear-receptor arms.	medium	The corrected decrease is plausible but the aggregate pathway combines receptors with different expected directions.	Jonscher2016;Mathyk2024;Vinken2022	-0.0184963276809209	0.6872399123250529	0.0184963276809209	0.0636393698478961	0.001488516408325	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	G alpha q signaling is a broad GPCR subpathway without direct liver spaceflight direction.	Uncertain: FLT_down is receptor-nonspecific.	low	The pathway lacks specific prior support.	Mathyk2024;Vinken2022	0.003730902837858	0.960767412253902	0.003730902837858	0.0782524030945194	0.0029370267924201	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Non-integrin ECM interactions are plausible in tissue remodeling, but decreased activity is not directly supported in liver spaceflight work.	Uncertain: FLT_down does not match a simple ECM activation model.	medium	The pathway is ECM-relevant but directionally weak.	Jonscher2016;Friedman2008	-0.01339511300042	0.7794382611902052	0.01339511300042	0.0619868135790373	0.0059276726016077	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9937848_CHD_CHROMATIN_REMODELERS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	CHD chromatin remodelers are too specific relative to available broad epigenetic spaceflight evidence.	Uncertain: FLT_down is speculative.	low	The pathway lacks direct liver support.	daSilveira2020;GarrettBakelman2019	0.0077988389656291	0.8577926581022707	0.0077988389656291	0.0569458900186263	0.0065535554702137	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9013149_RAC1_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_down	RAC1 is a Rho-family cytoskeletal regulator, plausible under microgravity actin and immune-cell remodeling.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling, but direct liver direction is indirect.	medium	RAC1 cycle remains a plausible microgravity response, not a direct liver spaceflight literature match.	Li2026;Kim2024	1.2280460446975616e-05	0.999797733005388	1.2280460446975616e-05	0.1385426250429162	0.0082027175254559	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Organic-anion transport is liver-relevant for bile and xenobiotic handling, but spaceflight direction is not firmly established.	Partially aligned: FLT_down could reflect impaired hepatic transport capacity.	medium	The corrected decrease is compatible with liver metabolic disruption, though not a direct published direction.	Jonscher2016;Moskaleva2015;Vinken2022	0.0064044958481326	0.8876013033341158	0.0064044958481326	0.0396055319867705	0.0082764792787056	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-109582_HEMOSTASIS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Hemostasis is relevant to liver physiology and spaceflight, but decreased hepatic pathway activity is not directly established.	Uncertain: FLT_down may reflect systemic hemostasis or sample composition.	medium	The corrected direction is not a strong liver-specific literature match.	Houerbi2024;Vinken2022	-0.0112374954402283	0.7635814571295936	0.0112374954402283	0.0370524914457401	0.0099333687104296	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-5173105_O_LINKED_GLYCOSYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	O-linked glycosylation is broad and lacks direct liver spaceflight support.	Uncertain: FLT_down is not literature anchored.	low	The pathway lacks specificity and direct support.	Ilangovan2024	0.0176844766363626	0.7151175173906059	0.0176844766363626	0.0530711241014628	0.0112269115815926	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Spaceflight omics supports epigenetic and transcriptional remodeling, but this broad term has no liver-specific direction.	Uncertain: FLT_down is compatible with broad remodeling but not directionally anchored.	low	The pathway is too generic to assign confident liver spaceflight alignment.	daSilveira2020;Ilangovan2024	-0.0099358304585659	0.0158594044562182	0.0099358304585659	0.0154829714272094	0.0116012151442094	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Collagen biosynthesis can mark hepatic fibrotic remodeling, but direct liver spaceflight support for a decrease is weak.	Uncertain/conflicting: FLT_down does not match a simple stellate/profibrotic activation model.	medium	The pathway is plausible liver injury biology, but the corrected direction is not directly supported.	Jonscher2016;Friedman2008	-0.0401307584889755	0.1788197735109013	0.0401307584889755	0.0591181930310318	0.0124605507810318	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Spaceflight affects coagulation and platelets systemically, but GPVI is platelet-specific and lacks liver directional support.	Uncertain: FLT_down may reflect systemic hemostatic changes rather than hepatic pathway activity.	medium	The corrected direction does not resolve the weak tissue context.	Houerbi2024	-0.0090292362596655	0.0345828834937243	0.0090292362596655	0.0151619458560747	0.0125004633986426	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Nucleotide metabolism is broad and only indirectly related to stress and repair responses.	Uncertain: FLT_down is not specifically supported.	low	The pathway is broad and indirectly related to spaceflight stress biology.	Luxton2020;daSilveira2020	-0.0062499857132136	0.685066716350166	0.0062499857132136	0.0503997731136868	0.0135525517644805	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Generic transcriptional remodeling is common in spaceflight omics, but this term lacks direction specificity.	Uncertain: FLT_down is a broad transcriptional remodeling signal.	low	The term lacks enough specificity for literature alignment.	Ilangovan2024;daSilveira2020	-0.0208576325168741	0.5332548916047561	0.0208576325168741	0.0721201714058746	0.0140214358987061	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-4839726_CHROMATIN_ORGANIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Chromatin organization is plausible in space-omics remodeling, but decreased pathway activity is not liver-direction validated.	Uncertain: FLT_down is compatible with remodeling but not anchored.	low	The term is too broad for a direct direction call.	daSilveira2020;GarrettBakelman2019	-0.0068917166791657	0.8303747221511775	0.0068917166791657	0.0521847154346549	0.0142842861948889	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Vesicle-mediated transport is broad and lacks a direct liver spaceflight direction.	Uncertain: FLT_down is a generic trafficking signal.	low	The pathway is not specific enough for a literature-backed color.	Ilangovan2024	-0.001162481903405	0.9969772782976236	0.001162481903405	0.0555661168833037	0.0151353524817756	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_down	Junction organization may change with altered shear, actin, and injury responses in liver, though direction is indirect.	Partially aligned: FLT_down is plausible for disrupted junctional organization.	medium	The corrected decrease can fit structural remodeling without being directly validated.	Li2026;Vinken2022	-0.0347889735525723	0.3155105696873088	0.0347889735525723	0.041032960735964	0.0186044249185036	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Gap-junction trafficking and regulation is not a reported liver spaceflight mechanism.	Uncertain: FLT_down is plausible but unsupported.	low	The corrected direction remains unanchored in prior liver literature.	Ilangovan2024;Vinken2022	-0.0026226401903014	0.9657652057985956	0.0026226401903014	0.0564657325529979	0.0188937090966051	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9609507_PROTEIN_LOCALIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Protein localization is broad and lacks a specific liver spaceflight direction.	Uncertain: FLT_down is too generic.	low	The term cannot be assigned to a specific prior pathway family.	Ilangovan2024	0.0412384972491373	0.6366349347210124	0.0412384972491373	0.1052282675799377	0.0211106734580739	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-69306_DNA_REPLICATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight DNA damage and stress can produce checkpoint arrest as well as repair, so reduced replication is biologically plausible.	Partially aligned: FLT_down may reflect stress-associated suppression of proliferation rather than repair activation.	medium	The corrected decrease is plausible but not a direct published liver direction.	Luxton2020;daSilveira2020	0.0172099207870451	0.7728615295793617	0.0172099207870451	0.0760077100852259	0.0213597773814457	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8980692_RHOA_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_down	RHOA is a plausible microgravity/mechanotransduction pathway, though liver direction is indirect.	Partially aligned: FLT_down can fit suppressed actin/mechanical signaling under unloading.	medium	The corrected decrease remains a plausible complementary mechanobiology signal.	Li2026;Kim2024	-0.0366719157150457	0.5656493316230434	0.0366719157150457	0.1423110150723234	0.0231757284084345	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	ABC transport is liver-relevant for bile, lipid, and xenobiotic handling, but pathway direction in spaceflight is not fixed.	Partially aligned: FLT_down could reflect impaired hepatic transport/ADME capacity.	medium	The corrected decrease remains compatible with liver metabolic disruption but is not a direct prior direction.	Moskaleva2015;Jonscher2016;Vinken2022	-0.0172144137618122	0.5332548916047561	0.0172144137618122	0.0635552516084902	0.0233904284646091	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Antimicrobial peptides are immune-relevant, but reduced activity has no direct liver spaceflight support.	Uncertain/mixed: FLT_down could reflect immune suppression, not a validated liver response.	medium	The pathway is immune-plausible but indirect.	Crucian2018;Kim2024	-0.060131768217114	0.600953762377448	0.060131768217114	0.2028670089024774	0.0236331113881012	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
