term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-195721_SIGNALING_BY_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	WNT signaling can interact with liver repair/fibrosis and mechanobiology, but direct liver spaceflight direction is weak.	Partially aligned: FLT_up is plausible as remodeling biology.	medium	WNT fits regenerative/fibrotic crosstalk but is not a direct published liver spaceflight direction.	Friedman2008;Vinken2022	0.0374578473046356	0.5256893397742708	0.0374578473046356	0.0819830978359362	0.0226983234232378	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight multi-omics reports epigenetic/chromatin-related changes, but liver direction for this enzyme class is indirect.	Partially aligned: FLT_up is plausible as stress-induced epigenetic remodeling.	medium	Chromatin-modifying enzymes fit broad space-omics remodeling but are not pathway-direction specific.	daSilveira2020;GarrettBakelman2019	0.0313769773686065	0.6147308671965425	0.0313769773686065	0.0966831578758969	0.0219255334928964	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Liver injury and microgravity can affect tissue architecture and adhesion, but direct junction-direction evidence is limited.	Partially aligned: FLT_up is plausible as remodeling, not directly validated.	medium	Cell-cell junction remodeling can accompany hepatic stress and altered mechanobiology.	Li2026;Vinken2022	0.0399668245095246	0.1304427546647291	0.0399668245095246	0.0491114416682532	0.0154573285162065	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_up	Elastic-fiber formation is plausible ECM/vascular remodeling but lacks direct liver spaceflight direction.	Partially aligned: FLT_up is a possible remodeling signal.	low	The term is ECM-adjacent but not directly supported as hepatic flight biology.	Jonscher2016;Friedman2008	0.0242759395732713	0.3375184029309129	0.0242759395732713	0.0466141222474318	0.0146628213412776	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-186797_SIGNALING_BY_PDGF	blue_plausible_complementary	plausible/complementary	FLT_up	PDGF is a classic hepatic stellate-cell and fibrogenic signal, but direct spaceflight liver PDGF direction is weak.	Partially aligned: FLT_up fits stellate/profibrotic remodeling if liver injury is present.	medium	PDGF signaling is plausible downstream of stellate activation but not directly reported as increased in flight liver.	Jonscher2016;Friedman2008	0.0038386189881603	0.6159745211167971	0.0038386189881603	0.0206411786753607	0.0140768569544058	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	blue_plausible_complementary	plausible/complementary	FLT_up	ECM turnover is plausible downstream of hepatic stellate activation and spaceflight liver injury.	Partially aligned: FLT_up fits tissue remodeling but direct direction is indirect.	medium	ECM degradation is a reasonable complementary remodeling signal after lipotoxic/inflammatory injury.	Jonscher2016;Friedman2008;Vinken2022	0.0547309371522348	0.2702724477696054	0.0547309371522348	0.0716762213539582	0.013488526019236	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	blue_plausible_complementary	plausible/complementary	FLT_up	Canonical TGFB/SMAD signaling is central to hepatic stellate activation and fibrosis, but direct spaceflight liver direction is indirect.	Partially aligned: FLT_up fits profibrotic/remodeling signaling.	medium	The pathway is a plausible downstream arm of liver injury and stellate activation.	Jonscher2016;Friedman2008	0.0125106210069746	0.7142108629637246	0.0125106210069746	0.063599067114266	0.0126179924119756	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-189445_METABOLISM_OF_PORPHYRINS	blue_plausible_complementary	plausible/complementary	FLT_up	Porphyrin/heme metabolism is liver- and CYP-related, but direct spaceflight porphyrin direction is weak.	Partially aligned: FLT_up could reflect CYP/heme metabolic adaptation.	medium	The pathway is metabolically plausible as part of hepatic oxidation changes.	Moskaleva2015;Vinken2022	0.0544539340865456	0.464794514304007	0.0544539340865456	0.0821137112327862	0.0112221205938973	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight innate immune dysregulation makes Fc receptor phagocytosis plausible, but liver-specific direction is not direct.	Partially aligned: FLT_up may reflect Kupffer/macrophage immune activation.	medium	Phagocytosis fits hepatic innate immune remodeling, with indirect evidence.	Crucian2018;Kim2024;Vinken2022	0.0061971921083268	0.1815696404519797	0.0061971921083268	0.0143873684494949	0.0090313181879806	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769740_COAGULATION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight secretome studies show coagulation changes, and liver synthesizes many coagulation factors.	Partially aligned: FLT_up matches systemic coagulation perturbation but liver-specific pathway activity is indirect.	medium	Coagulation is biologically connected to liver and spaceflight but not directly resolved at hepatic pathway level.	Houerbi2024;Vinken2022	-0.0350612088113095	0.1815696404519797	0.0350612088113095	0.0869696359058577	0.0082477533665593	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-5358351_SIGNALING_BY_HEDGEHOG	blue_plausible_complementary	plausible/complementary	FLT_up	Hedgehog signaling can participate in liver injury, repair, and fibrosis, but direct spaceflight direction is weak.	Partially aligned: FLT_up is plausible remodeling biology.	low	The pathway is mechanistically plausible but not directly supported by spaceflight liver studies.	Friedman2008;Vinken2022	0.0188814085878955	0.7058227210299123	0.0188814085878955	0.0902060244881157	0.0049292089381157	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	blue_plausible_complementary	plausible/complementary	FLT_up	Liver spaceflight affects metabolites, xenobiotic handling, and transport, but this transport term is broad.	Partially aligned: FLT_up is plausible as hepatic transport remodeling.	medium	Small-molecule transport could reflect bile, amino-acid, and xenobiotic adaptation, but evidence is indirect.	Kurosawa2021;Moskaleva2015;Vinken2022	0.0138257820758962	0.3105770085476078	0.0138257820758962	0.0207124453972409	0.0026263728631277	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-6806834_SIGNALING_BY_MET	blue_plausible_complementary	plausible/complementary	FLT_up	MET/HGF signaling is liver-regenerative and injury-relevant, but direct spaceflight direction is not established.	Partially aligned: FLT_up could reflect hepatocyte repair signaling.	medium	MET is plausible for liver repair after stress but lacks direct spaceflight support.	Vinken2022;Friedman2008	-0.0211688707520849	0.6710395942356029	0.0211688707520849	0.0417903044810606	0.0021101603600811	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Nuclear receptors include estrogen, PPAR, and xenobiotic receptors; liver spaceflight literature supports receptor remodeling with mixed directions.	Partially aligned/mixed: FLT_down fits inhibited estrogen signaling but may not fit all nuclear-receptor arms.	medium	The corrected decrease is plausible but the aggregate pathway combines receptors with different expected directions.	Jonscher2016;Mathyk2024;Vinken2022	-0.0184963276809209	0.6872399123250529	0.0184963276809209	0.0636393698478961	0.001488516408325	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9013149_RAC1_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_down	RAC1 is a Rho-family cytoskeletal regulator, plausible under microgravity actin and immune-cell remodeling.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling, but direct liver direction is indirect.	medium	RAC1 cycle remains a plausible microgravity response, not a direct liver spaceflight literature match.	Li2026;Kim2024	1.2280460446975616e-05	0.999797733005388	1.2280460446975616e-05	0.1385426250429162	0.0082027175254559	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Organic-anion transport is liver-relevant for bile and xenobiotic handling, but spaceflight direction is not firmly established.	Partially aligned: FLT_down could reflect impaired hepatic transport capacity.	medium	The corrected decrease is compatible with liver metabolic disruption, though not a direct published direction.	Jonscher2016;Moskaleva2015;Vinken2022	0.0064044958481326	0.8876013033341158	0.0064044958481326	0.0396055319867705	0.0082764792787056	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_down	Junction organization may change with altered shear, actin, and injury responses in liver, though direction is indirect.	Partially aligned: FLT_down is plausible for disrupted junctional organization.	medium	The corrected decrease can fit structural remodeling without being directly validated.	Li2026;Vinken2022	-0.0347889735525723	0.3155105696873088	0.0347889735525723	0.041032960735964	0.0186044249185036	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-69306_DNA_REPLICATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight DNA damage and stress can produce checkpoint arrest as well as repair, so reduced replication is biologically plausible.	Partially aligned: FLT_down may reflect stress-associated suppression of proliferation rather than repair activation.	medium	The corrected decrease is plausible but not a direct published liver direction.	Luxton2020;daSilveira2020	0.0172099207870451	0.7728615295793617	0.0172099207870451	0.0760077100852259	0.0213597773814457	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8980692_RHOA_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_down	RHOA is a plausible microgravity/mechanotransduction pathway, though liver direction is indirect.	Partially aligned: FLT_down can fit suppressed actin/mechanical signaling under unloading.	medium	The corrected decrease remains a plausible complementary mechanobiology signal.	Li2026;Kim2024	-0.0366719157150457	0.5656493316230434	0.0366719157150457	0.1423110150723234	0.0231757284084345	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	ABC transport is liver-relevant for bile, lipid, and xenobiotic handling, but pathway direction in spaceflight is not fixed.	Partially aligned: FLT_down could reflect impaired hepatic transport/ADME capacity.	medium	The corrected decrease remains compatible with liver metabolic disruption but is not a direct prior direction.	Moskaleva2015;Jonscher2016;Vinken2022	-0.0172144137618122	0.5332548916047561	0.0172144137618122	0.0635552516084902	0.0233904284646091	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Integrin interactions are plausible in hepatic injury and altered mechanical signaling, with direction dependent on cell state.	Partially aligned: FLT_down could reflect reduced adhesion/mechanotransduction under unloading.	medium	The pathway remains plausible, but direct liver evidence is indirect.	Jonscher2016;Friedman2008;Li2026	-0.0445168219553769	0.3595929594438814	0.0445168219553769	0.0497282319604521	0.0305222497382299	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	blue_plausible_complementary	plausible/complementary	FLT_down	RTK signaling includes insulin/IGF and repair pathways; liver spaceflight evidence supports inhibited insulin-axis signaling but mixed receptor biology.	Partially aligned: FLT_down is plausible for suppressed metabolic RTK signaling.	medium	The broad RTK label prevents a stronger call, but the corrected decrease is biologically plausible.	Friedman2008;Vinken2022	-0.0333567610244487	0.5446205315306416	0.0333567610244487	0.0550554327065311	0.032356050187734	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-913531_INTERFERON_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune literature includes immune dysfunction and altered interferon programs, but liver direction is mixed.	Partially aligned: FLT_down is plausible for immune suppression, though not the inflammatory IFN activation model.	medium	The corrected decrease supports a suppression interpretation rather than a direct prior up-call.	Kim2024;daSilveira2020;Crucian2018	-0.0530551190560296	0.2904061544045387	0.0530551190560296	0.0573724435324062	0.0329079129716919	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Adherens-junction changes can accompany altered mechanics and tissue stress, though liver direction is indirect.	Partially aligned: FLT_down is plausible for weakened junctional organization under remodeling.	medium	The structural-remodeling interpretation remains plausible but not directly validated.	Li2026;Vinken2022	-0.0454715169646017	0.1430774020618147	0.0454715169646017	0.0601917519791335	0.0336880169235779	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver studies support sulfur, vitamin, and cofactor metabolism changes, but direction varies by compound and pathway arm.	Partially aligned: FLT_down is plausible as depleted or suppressed cofactor metabolism, but not a direct directional call.	medium	The corrected decrease remains metabolically plausible but not strongly direction-matched.	Kurosawa2021	-0.0564308746817984	0.157403652767462	0.0564308746817984	0.0822431911464125	0.037371835574984	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Rho GTPase effectors are plausible for microgravity-related actin/mechanical signaling, but liver direction is indirect.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling.	medium	The corrected decrease remains plausible, though direct liver validation is lacking.	Li2026;Kim2024	-0.0229721715448476	0.7370354754516503	0.0229721715448476	0.1981440521289394	0.0404303561176491	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-8978868_FATTY_ACID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_down	Fatty-acid metabolism is a replicated liver spaceflight theme, but individual synthesis, oxidation, and storage arms can move in different directions.	Partially aligned as dysregulation: FLT_down still indicates lipid remodeling, but not the canonical activation/lipotoxicity framing.	medium	The pathway is directly relevant, while the corrected decrease requires a more cautious direction claim.	Beheshti2019;Jonscher2016;Li2026	-0.0649593310813409	0.2418778528932886	0.0649593310813409	0.0763762515548945	0.0437239035088628	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver work supports amino-acid and sulfur-metabolic remodeling, but transporter direction is not fixed.	Partially aligned: FLT_down can fit altered amino-acid handling, but not a direct published direction.	medium	The corrected decrease remains metabolically plausible, but transporter direction is not strongly established.	Kurosawa2021;Vitry2022	-0.0469347047939658	0.0811962298595022	0.0469347047939658	0.0592327060422267	0.051217741836447	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-194315_SIGNALING_BY_RHO_GTPASES	blue_plausible_complementary	plausible/complementary	FLT_down	Microgravity alters cytoskeletal and mechanotransduction biology, making reduced Rho signaling plausible but not directly proven in liver.	Partially aligned: FLT_down can fit suppressed actin/mechanical signaling under unloading.	medium	Rho signaling remains a plausible complementary mechanism with indirect liver support.	Li2026;Kim2024	-0.0460116952265634	0.2275146498073335	0.0460116952265634	0.0684383570131443	0.0520423892353666	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune dysfunction can reduce adaptive immune interactions, but this lymphoid/non-lymphoid interaction term is not liver-specific.	Partially aligned: FLT_down is plausible for suppressed immune crosstalk.	medium	The direction fits immune dysfunction, while the exact cell-interaction label remains indirect.	Crucian2018;Vinken2022	-0.0696391978341461	0.0811962298595022	0.0696391978341461	0.0899638891174148	0.0539637495578911	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight affects endocrine/metabolic signaling and liver-muscle crosstalk, with inhibited insulin-related signaling in liver.	Partially aligned: FLT_down is plausible for suppressed IGF/insulin-axis transport biology.	medium	The corrected direction better matches inhibited metabolic signaling, although IGFBP transport direction is indirect.	Mathyk2024;Vitry2022	-0.0594123741862908	0.2418778528932886	0.0594123741862908	0.0961746202302462	0.0592324455518835	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-156590_GLUTATHIONE_CONJUGATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver studies support oxidative-defense, sulfur, and phase-II metabolism changes, but glutathione conjugation may reflect either response or depletion.	Partially aligned: FLT_down is plausible as impaired antioxidant conjugation rather than activation.	medium	The corrected decrease remains compatible with oxidative metabolic stress but is not a clean prior direction.	Kurosawa2021;Blaber2017	-0.0337606766406628	0.6070759505528404	0.0337606766406628	0.1184170637945574	0.0643452723223351	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-202403_TCR_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight studies report T-cell dysfunction and redistribution, making reduced TCR signaling biologically plausible but not liver-specific.	Partially aligned: FLT_down fits impaired adaptive immune signaling.	medium	The direction is compatible with immune suppression, although the pathway likely reflects immune-cell composition rather than hepatocyte biology.	Gridley2009;Crucian2018;Kim2024	-0.0765567582848358	0.014159335899071	0.0765567582848358	0.0890058826470588	0.07704941725817	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune dysfunction can include altered or suppressed antigen presentation, but liver-specific MHC-I direction is not established.	Partially aligned: FLT_down is plausible as immune suppression or composition change.	medium	The corrected decrease fits an immune-dysfunction interpretation better than inflammatory activation, but remains indirect.	Crucian2018;Kim2024;daSilveira2020	-0.0947747017151643	0.0342668887270139	0.0947747017151643	0.100972395648604	0.0801100438708262	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver work supports inhibited insulin signaling and hepatic insulin resistance, but insulin secretion is a pancreatic/endocrine label.	Partially aligned/off-context: FLT_down is closer to inhibited insulin biology, but the secretion term is not a primary liver program.	medium	The corrected decrease removes the prior direction conflict while leaving tissue-context uncertainty.	Mathyk2024;Vinken2022	-0.0694616806886905	0.014159335899071	0.0694616806886905	0.0940431227499763	0.0885226782261668	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight can impair adaptive immune function and antigen-presentation programs, but liver-specific MHC-II direction is weak.	Partially aligned: FLT_down is plausible for suppressed antigen presentation or immune-cell redistribution.	medium	The corrected decrease is compatible with immune dysfunction, though still not liver-specific.	Gridley2009;Crucian2018;Kim2024	-0.1303823227375131	0.0280754220879166	0.1303823227375131	0.1755128408783734	0.1250478472275798	0.0142490675319928	prior_literature_match	prior literature match
